2019-12-02 22:45:41.419875,76,92
2019-12-03 10:45:47.701728,76,96
2019-12-04 09:55:46.324691,126,204
2019-12-17 11:47:17.870782,123,210
2019-12-18 09:41:15.032522,122,222
