2019-12-02 22:45:41.420726,57,79
2019-12-03 10:45:47.704569,58,82
2019-12-04 09:55:46.326693,32,59
2019-12-17 11:47:17.873785,54,63
2019-12-18 09:41:15.034523,45,57
